Number,Name,Type1,Type2,Abilities,HP,Attack,Defense,SpAtk,SpDef,Speed,BST,Mean,Std,Gen
417,Pachirisu,Electric,,"['Pickup', 'Run Away', 'Volt Absorb']",60,45,70,45,90,95,405,67.5,19.737865470545017,4.0
418,Buizel,Water,,"['Swift Swim', 'Water Veil']",55,65,35,60,30,85,330,55.0,18.48422751068236,4.0
419,Floatzel,Water,,"['Swift Swim', 'Water Veil']",85,105,55,85,50,115,495,82.5,23.76096238230542,4.0
420,Cherubi,Grass,,['Chlorophyll'],45,35,45,62,53,35,275,45.833333333333336,9.564111156935716,4.0
421,Cherrim,Grass,,['Flower Gift'],70,60,70,87,78,85,450,75.0,9.38083151964686,4.0
422,Shellos,Water,,"['Sand Force', 'Sticky Hold', 'Storm Drain']",76,48,48,57,62,34,325,54.16666666666666,13.094740250276912,4.0
423,Gastrodon,Water,Ground,"['Sand Force', 'Sticky Hold', 'Storm Drain']",111,83,68,92,82,39,475,79.16666666666667,22.13155113306692,4.0
424,Ambipom,Normal,,"['Pickup', 'Skill Link', 'Technician']",75,100,66,60,66,115,482,80.33333333333333,20.17148702720969,4.0
425,Drifloon,Ghost,Flying,"['Aftermath', 'Flare Boost', 'Unburden']",90,50,34,60,44,70,348,58.0,18.29389697868299,4.0
426,Drifblim,Ghost,Flying,"['Aftermath', 'Flare Boost', 'Unburden']",150,80,44,90,54,80,498,83.0,33.95585369269929,4.0
427,Buneary,Normal,,"['Klutz', 'Limber', 'Run Away']",55,66,44,44,56,85,350,58.333333333333336,14.12641340027806,4.0
428,Lopunny,Normal,,"['Cute Charm', 'Klutz', 'Limber']",65,76,84,54,96,105,480,80.0,17.3877351409933,4.0
429,Mismagius,Ghost,,['Levitate'],60,60,60,105,105,105,495,82.5,22.5,4.0
430,Honchkrow,Dark,Flying,"['Insomnia', 'Moxie', 'Super Luck']",100,125,52,105,52,71,505,84.16666666666667,27.673192001566346,4.0
431,Glameow,Normal,,"['Keen Eye', 'Limber', 'Own Tempo']",49,55,42,42,37,85,310,51.66666666666666,15.975675955095678,4.0
432,Purugly,Normal,,"['Defiant', 'Own Tempo', 'Thick Fat']",71,82,64,64,59,112,452,75.33333333333333,17.94126218773052,4.0
433,Chingling,Psychic,,['Levitate'],45,30,50,65,50,45,285,47.5,10.307764064044152,4.0
434,Stunky,Poison,Dark,"['Aftermath', 'Keen Eye', 'Stench']",63,63,47,41,41,74,329,54.833333333333336,12.548793656054045,4.0
435,Skuntank,Poison,Dark,"['Aftermath', 'Keen Eye', 'Stench']",103,93,67,71,61,84,479,79.83333333333333,14.85952743378993,4.0
436,Bronzor,Steel,Psychic,"['Heatproof', 'Heavy Metal', 'Levitate']",57,24,86,24,86,23,300,50.0,28.053520278211074,4.0
437,Bronzong,Steel,Psychic,"['Heatproof', 'Heavy Metal', 'Levitate']",67,89,116,79,116,33,500,83.33333333333333,28.82514334550461,4.0
438,Bonsly,Rock,,"['Rattled', 'Rock Head', 'Sturdy']",50,80,95,10,45,10,290,48.333333333333336,31.97221015541813,4.0
440,Happiny,Normal,,"['Friend Guard', 'Natural Cure', 'Serene Grace']",100,5,5,15,65,30,220,36.66666666666666,34.96029493900505,4.0
441,Chatot,Normal,Flying,"['Big Pecks', 'Keen Eye', 'Tangled Feet']",76,65,45,92,42,91,411,68.5,19.92276754536544,4.0
442,Spiritomb,Ghost,Dark,"['Infiltrator', 'Pressure']",50,92,108,92,108,35,485,80.83333333333333,28.215933245045942,4.0
443,Gible,Dragon,Ground,"['Rough Skin', 'Sand Veil']",58,70,45,40,45,42,300,50.0,10.63014581273465,4.0
444,Gabite,Dragon,Ground,"['Rough Skin', 'Sand Veil']",68,90,65,50,55,82,410,68.33333333333333,14.031710119899458,4.0
445,Garchomp,Dragon,Ground,"['Rough Skin', 'Sand Veil']",108,130,95,80,85,102,600,100.0,16.421530582338136,4.0
446,Munchlax,Normal,,"['Gluttony', 'Pickup', 'Thick Fat']",135,85,40,40,85,5,390,65.0,41.93248541803041,4.0
447,Riolu,Fighting,,"['Inner Focus', 'Prankster', 'Steadfast']",40,70,40,35,40,60,285,47.5,12.82900359861721,4.0
448,Lucario,Fighting,Steel,"['Inner Focus', 'Justified', 'Steadfast']",70,110,70,115,70,90,525,87.5,19.09406539564933,4.0
449,Hippopotas,Ground,,"['Sand Force', 'Sand Stream']",68,72,78,38,42,32,330,55.0,18.138357147217054,4.0
450,Hippowdon,Ground,,"['Sand Force', 'Sand Stream']",108,112,118,68,72,47,525,87.5,26.493709945318468,4.0
451,Skorupi,Poison,Bug,"['Battle Armor', 'Keen Eye', 'Sniper']",40,50,90,30,55,65,330,55.0,19.14854215512676,4.0
452,Drapion,Poison,Dark,"['Battle Armor', 'Keen Eye', 'Sniper']",70,90,110,60,75,95,500,83.33333333333333,16.74979270186815,4.0
453,Croagunk,Poison,Fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",48,61,40,61,40,50,300,50.0,8.621678104251709,4.0
454,Toxicroak,Poison,Fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",83,106,65,86,65,85,490,81.66666666666667,14.019827229875393,4.0
455,Carnivine,Grass,,['Levitate'],74,100,72,90,72,46,454,75.66666666666667,16.868774571839992,4.0
456,Finneon,Water,,"['Storm Drain', 'Swift Swim', 'Water Veil']",49,49,56,49,61,66,330,55.0,6.6583281184793925,4.0
457,Lumineon,Water,,"['Storm Drain', 'Swift Swim', 'Water Veil']",69,69,76,69,86,91,460,76.66666666666667,8.844332774281066,4.0
458,Mantyke,Water,Flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",45,20,50,60,120,50,345,57.5,30.516389039334257,4.0
459,Snover,Grass,Ice,"['Snow Warning', 'Soundproof']",60,62,50,62,60,40,334,55.66666666666666,8.117197107923946,4.0
460,Abomasnow,Grass,Ice,"['Snow Warning', 'Soundproof']",90,92,75,92,85,60,494,82.33333333333333,11.585431464655178,4.0
461,Weavile,Dark,Ice,"['Pickpocket', 'Pressure']",70,120,65,45,85,125,510,85.0,29.011491975882016,4.0
462,Magnezone,Electric,Steel,"['Analytic', 'Magnet Pull', 'Sturdy']",70,70,115,130,90,60,535,89.16666666666667,25.56310275029661,4.0
463,Lickilicky,Normal,,"['Cloud Nine', 'Oblivious', 'Own Tempo']",110,85,95,80,95,50,515,85.83333333333333,18.577914008006623,4.0
464,Rhyperior,Ground,Rock,"['Lightning Rod', 'Reckless', 'Solid Rock']",115,140,130,55,55,40,535,89.16666666666667,40.14729823481969,4.0
465,Tangrowth,Grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,100,125,110,50,50,535,89.16666666666667,28.92759159618297,4.0
466,Electivire,Electric,,"['Motor Drive', 'Vital Spirit']",75,123,67,95,85,95,540,90.0,17.879224442538515,4.0
467,Magmortar,Fire,,"['Flame Body', 'Vital Spirit']",75,95,67,125,95,83,540,90.0,18.610033136277146,4.0
468,Togekiss,Fairy,Flying,"['Hustle', 'Serene Grace', 'Super Luck']",85,50,95,120,115,80,545,90.83333333333331,23.348209543536505,4.0
469,Yanmega,Bug,Flying,"['Frisk', 'Speed Boost', 'Tinted Lens']",86,76,86,116,56,95,515,85.83333333333333,18.169724513291023,4.0
470,Leafeon,Grass,,"['Chlorophyll', 'Leaf Guard']",65,110,130,60,65,95,525,87.5,26.25991876098121,4.0
471,Glaceon,Ice,,"['Ice Body', 'Snow Cloak']",65,60,110,130,95,65,525,87.5,26.25991876098121,4.0
472,Gliscor,Ground,Flying,"['Hyper Cutter', 'Poison Heal', 'Sand Veil']",75,95,125,45,75,95,510,85.0,24.49489742783178,4.0
473,Mamoswine,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",110,130,80,70,60,80,530,88.33333333333333,24.09472049133493,4.0
475,Gallade,Psychic,Fighting,"['Justified', 'Steadfast']",68,125,65,65,115,80,518,86.33333333333333,24.506235034283737,4.0
476,Probopass,Rock,Steel,"['Magnet Pull', 'Sand Force', 'Sturdy']",60,55,145,75,150,40,525,87.5,43.66062299143245,4.0
477,Dusknoir,Ghost,,"['Frisk', 'Pressure']",45,100,135,65,135,45,525,87.5,38.26987501068344,4.0
478,Froslass,Ice,Ghost,"['Cursed Body', 'Snow Cloak']",70,80,70,80,70,110,480,80.0,14.142135623730953,4.0
479,Rotom,Electric,Ghost,['Levitate'],50,50,77,95,77,91,440,73.33333333333333,17.78263822446552,4.0
480,Uxie,Psychic,,['Levitate'],75,75,130,75,130,95,580,96.66666666666669,24.60803843372233,4.0
481,Mesprit,Psychic,,['Levitate'],80,105,105,105,105,80,580,96.66666666666669,11.78511301977579,4.0
482,Azelf,Psychic,,['Levitate'],75,125,70,125,70,115,580,96.66666666666669,25.27625148017184,4.0
483,Dialga,Steel,Dragon,"['Pressure', 'Telepathy']",100,120,120,150,100,90,680,113.33333333333331,19.72026594366539,4.0
484,Palkia,Water,Dragon,"['Pressure', 'Telepathy']",90,120,100,150,120,100,680,113.33333333333331,19.72026594366539,4.0
485,Heatran,Fire,Steel,"['Flame Body', 'Flash Fire']",91,90,106,130,106,77,600,100.0,16.743157806499145,4.0
486,Regigigas,Normal,,['Slow Start'],110,160,110,80,110,100,670,111.66666666666669,24.094720491334936,4.0
487,Giratina,Ghost,Dragon,"['Pressure', 'Telepathy']",150,100,120,100,120,90,680,113.33333333333331,19.72026594366539,4.0
488,Cresselia,Psychic,,['Levitate'],120,70,120,75,130,85,600,100.0,23.9791576165636,4.0
489,Phione,Water,,['Hydration'],80,80,80,80,80,80,480,80.0,0.0,4.0
490,Manaphy,Water,,['Hydration'],100,100,100,100,100,100,600,100.0,0.0,4.0
491,Darkrai,Dark,,['Bad Dreams'],70,90,90,135,90,125,600,100.0,22.54624876411447,4.0
492,Shaymin,Grass,,['Natural Cure'],100,100,100,100,100,100,600,100.0,0.0,4.0
493,Arceus,Normal,,['Multitype'],120,120,120,120,120,120,720,120.0,0.0,4.0
